|k=25|k=50|k=100|k=200|k=500
stST|117|229|258|368|492
cfST|106|253|296|449|605
cfST_w|106|267|296|449|605
CF|56|56|56|56|56
|k=25|k=50|k=100|k=200|k=500
stST|1.23|2.4|2.71|3.86|5.16
cfST|1.11|2.65|3.1|4.71|6.34
cfST_w|1.11|2.8|3.1|4.71|6.34
CF|0.59|0.59|0.59|0.59|0.59
